NameCorp,AfterEmerging,Assets1Before,Assets2Before,Assets3Before,AssetsBefore,AssetsCurrDollar,AssetsEmerging,AssetsPetCurrDollar,AssetsPetition,BondISIN,BondPriceDisp,BondPriceFile,BondPriceMoveDuring,CaseNum,CaseNumRefile,CaseNumTransfer,CeoFiling,CeoNotes,CeoReplaced,CikBefore,CikEmerging,CityChange,CityDisposed,CityFiledCategory,Chapter,CityFiled,CityRefile,ClaimsAgent,ClaimsAgentFirm,ClaimsSecDiscloState,ClaimsUnsec,CommCred,CommCredAtty,CommCredAttyCol,CommCredAttySubstit,CommEquity,CommEquityAtty,CommEquityAttyCol,CommEquityAttySubstit,CommRetirees,CommRetireesName,CommRetireesRequest,CommonName,CPIndexAtConf,CPIndexAtFiling,Cusip6,Cusip9,Date10k1Before,Date10k2Before,Date10k3Before,Date10kBefore,Date10kBeforeLink,Date10kDuring,Date10kDuringLink,Date10kEmerging,Date10kEmergLink,Date10kSalesEmerge,Date363Sale,DateCeoBegin,DateCeoEnd,DateCommCred,DateCommCredBy,DateConfirmed,DateConvDismiss,DateDipLoan1FinOrd,DateDiscloState,DateDisposed,DateEffective,DateEmerging,DateFeeRev,DateFiled,DateJudgeAppt,DateRefile,DateTransferred,DateTurnEngage,DaysDocsAfter,DaysEmergeToRefile,DaysFiledTo363,DaysIn,DENYOther,DipAtty,DipAttyColDoc,DipAttyColDkt,DipFinAdvPetition,DipLoan,DipLoan1Lender,DipLoan1Total,DipLoan2Lender,DipLoan2Total,DipLoanAdditional,DipLoanDoc,Disposition,DistFiled,DistribComments,DistribEquity,DistribSecDiscloState,DistribUnsec,DistribUnsecPct,DktNumConf,DktOnPacer,DocsOnPacer,DocsPublic,EbitBefore,EbitCurrDollars,EbitdaBefore,EbitdaEmerging,EbitEmerging,Emerge,Emerg10k,EmplBefore,EmplEmerging,EmplUnionBefore,EmplUnionEmerging,Examiner,ExaminerName,ExaminerRequest,FeeReviewer,FilingRate,FirmEnd,FreshStartAccounting,GdpDisp,GdpFiling,GdpRefiling,GdpYear1AftDisp,GdpYear1BefFile,GdpYear2AftDisp,GdpYear2BefFile,GvkeyBefore,GvkeyEmerging,HeadCAtFiling,HeadCityPctPop,HeadCityPop,HeadCourtCity,HeadCourtCityToDE,HeadStAtFiling,HqToForum,HqToHqCtCity,IncomeBEBefore,IncomeBEEmerging,IncPublic,InterCompanyClaims,InterCompanyDistrib,InterCompanyPct,JudgeApptDist,JudgeDisposition,JudgeFiling,Liab1Before,Liab2Before,Liab3Before,LiabBefore,LiabCurrDollar,LiabEmerging,LiabPetCurrDollar,LiabPetition,MonthDisp,MonthFiled,MonthRefile,MonthsIn,Multiple363Sales,NameEmerging,NetIncomeBefore,NetIncomeEmerging,NumberFiling,Prepackaged,PrimaryKey,Prime1YearAftDisp,Prime1YearBefFile,Prime2YearAftDisp,Prime2YearBefFile,PrimeDisp,PrimeFiling,PrimeRefiling,ProfFees10k,ProfFees10kNotes,Refile,Refile5,Refile5RepRange,RelatedFilings,Sale,Sale363,SaleConf,SaleIntended,Sales1Before,Sales2Before,Sales3Before,SalesBefore,SalesCurrDollar,SalesEmerging,Shop,SICDescription,SICDivision,SICIndustryGroup,SICMajGroup,SICPrimary,SubCon,TortCause,TransferCity,TransferDist,Transferred,Trustee,TrusteeFor,TrusteeName,TrusteeRequest,TrusteeRequestor,TurnFirm,TurnOffice,TurnPerson,TurnRepRange,TurnType,UsPopFiling,Voluntary,YearConfirmed,YearDisposed,YearEmerged,YearFiled,YearsEmergeToRefile
Patriot Coal Corporation (2015),,,,"3,839","3,839","4,791",,,,,,,,15-32450,,,Robert W. Bennett,"End date is effective date of plan, within two days of which substantially all assets were sold",NoReplace,0001376812,,,Richmond,Richmond,11,Richmond,,yes,Prime Clerk LLC,,,yes,Morrison Foerster,Morrison & Foerster LLP,,no,,,,yes,Official Retiree Committee of Patriot Coal Corporation,Non-Union Retirees / Patriot Non-Union Retiree VEBA,,237.8,237.8,70336T,500,,,12/31/2012,12/31/2012,12/31/2012,,,,,,,4/3/2015,10/26/2015,5/21/2015,,10/9/2015,,6/4/2015,9/18/2015,10/9/2015,10/26/2015,,,5/12/2015,8/26/2013,,,,,,,150,OT,Kirkland Ellis,Kirkland & Ellis LLP,,,yes,Cantor Fitzgerald Securities,100,,,,yes,confirmed,VA ED,,,,,,1615,yes,yes,yes,-304.364,-379.867,-80.197,,,no,no,"4,100",,"1,640",,no,,no,pending,25,,,107.436,106.933,,109.589,103.778,112.651,101.295,178608,,St. Louis,0.10%,"315,685",MO St. Louis,793,MO,701,1,85.807,,DE,,,,VA ED,Keith L. Phillips,Keith L. Phillips,,,"4,072","4,072","5,082",,,,10,5,,5.0,,liquidated,85.807,,48,free fall,1034,3.50,3.25,4.25,3.25,3.25,3.25,,,,,not emerged 5,no,,yes,no,yes,yes,"2,345",,"1,923","2,345","2,926,721,326",,Yes,,B: Mining,122 Bituminous Coal And Lignite Mining,12 Coal Mining,1220,,Not tort,,,no,,,,,,,,,,,"321,418,821",voluntary,2015,2015,,2015,
"Patriot National, Inc.",,,,308,308,369,,191,159,,,,,18-10189,,,John J. Rearer,data from LinkedIn profile,NoReplace,0001619917,,,Wilmington,Wilmington,11,Wilmington,,yes,Prime Clerk LLC,,,yes,Kilpatrick Townsend,Kilpatrick Townsend & Stockton LLP,,no,,,,no,,,,251.6,247.9,70338T,102,,,12/31/2015,12/31/2015,12/31/2015,,,,,,,7/13/2017,12/15/2018,2/16/2018,,5/4/2018,,3/6/2018,3/13/2018,5/4/2018,6/4/2018,5/4/2018,,1/30/2018,3/13/2006,,,,,,,94,DE,Hughes Hubbard,Hughes Hubbard & Reed LLP,,,yes,"Cerberus Business Finance, LLC",15.5,,,,yes,confirmed,DE,,,,,,705,yes,yes,yes,24.015,28.756,38.592,,,yes,no,"1,145",,1,,no,,no,pending,16,,,114.223,113.432,,116.662,110.060,106.920,108.069,022515,,Fort Lauderdale,0.06%,"182,611",FL Fort Lauderdale,974,FL,980,1,-5.375,,DE,,,,DE,Kevin Gross,Kevin Gross,,,222,222,265,,290,242,5,1,,3.1,,"Carrier & Technology Solutions, LLC",-5.375,,19,prenegotiated,1122,5.50,3.75,3.25,3.50,4.75,4.50,,,,,not emerged 5,no,,no,no,no,no,,,210,210,"251,119,620",,Yes,"Insurance Agents, Brokers, and Service","H: Finance, Insurance, And Real Estate","641  Insurance Agents, Brokers, and Service","64 Insurance Agents, Brokers, and Service",6411,,Not tort,,,no,,,,,,,,,,,"327,167,439",voluntary,2018,2018,2018,2018,
"Pay N Pak Stores, Inc.",,326,339,353,326,706,,,,,,,,91-06976,,,John H. Markley,End date is liquidation date,NoReplace,,,,Seattle,Other,11,Seattle,,,,,,yes,Jenner Block,Jenner & Block / Lane Powell Spears Lubersky,,no,,,,no,,,PNP Holdings Corp.,140.5,137.2,704312,933,2/23/1991,2/24/1990,2/28/1989,2/23/1991,,,,,,,,8/1/1989,9/30/1992,9/30/1991,,7/30/1992,,,,7/30/1992,,,,9/21/1991,10/11/1985,,,,3244,,,313,OT,Dechert,Dechert Price & Rhoads,,,,,,,,,,confirmed,WA WD,,,,,,,yes,docs after date,no,12.768,27.620,28.993,,,no,no,"3,350",,1,,no,,no,no,41,,,59.919,57.800,,61.289,57.860,63.947,56.877,008399,,Kent,0.02%,"42,116",WA Seattle,2370,WA,16,18,-11.722,,WA,,,,WA WD,Thomas T. Glover,Thomas T. Glover,321,324,,321,695,,,,7,9,,10.4,,liquidated,-8.442,,2,free fall,565,6.00,10.00,7.25,10.50,6.00,8.00,,,,,not emerged 5,yes,,,no,,,498,462,463,498,"1,078,082,654",,No,Hardware Stores,G: Retail Trade,525 Hardware Stores,"52 Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",5251,,Not tort,,,no,no,,,no,no,,,,,,"252,980,000",voluntary,1992,1992,,1991,
"Payless Cashways, Inc. (1997)",Liquidating in the second Chapter 11 8/28/01,"1,293","1,344","1,496","1,293","2,391",911,"2,436","1,318",,,,,97-50543,01-42643,,David Stanley,,Replaced,0000076744,0000076744,no,"Kansas City, MO",Other,11,"Kansas City, MO","Kansas City, MO",,,,,yes,Jenner Block,"Jenner & Block / Polsinelli, White, Vardeman & Shalton",,yes,,,,no,,,,161.5,160.5,704378,405,11/30/1996,11/25/1995,11/26/1994,11/30/1996,11/30/1996,,,11/28/1998,11/28/1998,11/28/1998,,8/15/1986,1/15/1998,7/22/1997,,11/19/1997,,8/20/1997,,11/19/1997,12/2/1997,11/19/1997,,7/21/1997,12/18/1989,6/4/2001,,,,1293,,121,OT,Blackwell Sanders,Blackwell Sanders Matheny Weary & Lombardi LLP,,,yes,,,,,,yes,confirmed,MO WD,,,,,,858,yes,none,no,71.413,132.057,126.429,31.718,-1.421,yes,yes,"16,700","11,200",334,275,no,,no,no,17,,yes,72.122,71.508,81.835,75.641,68.315,79.293,65.656,008404,008404,Kansas City,0.16%,"436,742",MO Kansas City,1017,MO,1,1,-19.078,-22.367,IA,,,,MO WD,Arthur B. Federman,,"1,003","1,036","1,060","1,003","1,855",728,,,11,7,6,4.0,,Payless Cashways,-19.078,-22.367,1,prenegotiated,561,7.75,8.25,8.50,8.75,8.50,8.50,7.00,17.60,Yes,Refiled,emerged refile 5,yes,,no,no,no,no,"2,651","2,680","2,722","2,651","4,902,069,379","1,910",No,Lumber and Other Building Materials Dealers,G: Retail Trade,521 Lumber And Other Building Materials Dealers,"52 Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",5211,,Not tort,,,no,no,,,no,no,,,,,,"272,650,000",voluntary,1997,1997,1997,1997,3.5
"Payless Cashways, Inc. (2001)",,678,,,678,"1,130",,922,553,no data,,,,01-42643,,,Millard Barron,,NoReplace,0000076744,,,"Kansas City, MO",Other,11,"Kansas City, MO",,,,,,yes,Polsinelli,"Polsinelli Shalton & Welte, PC",,no,,,,no,,,,,178.0,704378,405,11/25/2000,,,11/25/2000,11/25/2000,,,,,,9/19/2001,6/25/1998,9/19/2001,6/7/2001,,,5/19/2005,7/19/2001,,5/19/2005,,,,6/4/2001,12/18/1989,,,,,,107,"1,445",OT,Weil Gotshal,,"Weil, Gotshal & Manges LLP / Blackwell Sanders Peper Martin LLP",,yes,,,,,,,dismissed,MO WD,,,,,,,yes,yes,no,15.115,25.203,45.182,,,no,no,"8,100",,81,,no,,yes,no,97,,,91.299,81.835,,94.017,81.031,95.840,76.993,008404,,Lee's Summit,0.03%,"72,766",MO Kansas City,1017,MO,21,20,-20.551,,DE,,,,MO WD,Arthur B. Federman,,545,,,545,909,,789,473,5,6,,48.2,,liquidated,-20.551,,,free fall,562,8.00,9.50,8.25,7.75,6.00,7.00,,,,,not emerged 5,yes,,yes,yes,no confirmation,no,"1,493",,,"1,493","2,489,064,697",,No,Lumber and Other Building Materials Dealers,G: Retail Trade,521 Lumber And Other Building Materials Dealers,"52 Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",5211,,Not tort,,,no,yes,all,"Silverman Consulting, Inc.",yes,Official Committee of Unsecured Creditors,,,,,,"284,970,000",voluntary,,2005,,2001,
Peabody Energy Corporation,,"11,021",,,"11,021","13,672","8,181","13,672","11,021",,,,,16-42529,,,Glenn L. Kellow,,Replaced,0001064728,0001064728,,St. Louis,Other,11,St. Louis,,yes,Kurtzman Carson Consultants LLC,,,yes,Morrison Foerster,Morrison & Foerster LLP,,denied,,,,no,,,,243.8,239.3,704549,203,12/31/2015,,,12/31/2015,12/31/2015,,,12/31/2017,12/31/2017,12/31/2018,,5/4/2015,6/1/2021,4/29/2016,,3/17/2017,,5/18/2016,1/27/2017,3/17/2017,4/3/2017,3/17/2017,,4/13/2016,10/1/1986,,,,,,,338,OT,Jones Day,Jones Day,,,yes,Citibank,800,,,,yes,confirmed,MO ED,,,,,,2763,yes,yes,yes,"-1,011.700","-1,254.987",-394.000,"1,374.100",676.800,yes,yes,"7,600","7,100","2,109","2,090",no,,no,pending,43,,,110.060,108.396,,113.432,106.933,115.882,103.778,142460,142460,St. Louis,0.10%,"311,404",MO St. Louis,793,MO,1,1,"-1,821.000",497.600,DE,,,,MO ED,Barry S. Schermer,Barry S. Schermer,"10,103",,,"10,103","12,532","4,525","12,532","10,103",3,4,,11.3,,Peabody Energy Corporation,"-1,996.000",466.500,129,free fall,1062,4.50,3.25,5.50,3.25,4.00,3.50,,,,,not emerged 5,no,,yes,no,yes,no,"5,609",,,"5,609","6,958,065,595","5,582",No,Bituminous Coal and Lignite Surface Mining,B: Mining,122 Bituminous Coal And Lignite Mining,12 Coal Mining,1221,,Not tort,,,no,,,,,,,,,,,"323,127,515",voluntary,2017,2017,2017,2016,
"Pegasus Gold, Inc.","Acquired by Nevoro Gold USA Inc. 3/26/2002, continued to be operated separately after acquired",202,754,580,202,370,,119,65,,,,,98-30088,,,Werner G. Nennecker,,Replaced,0000746961,,,Reno,Other,11,Reno,,,,,,yes,Mayer Brown,"Mayer, Brown & Platt",,no,,,,no,,,,163.9,161.6,70556K,106,12/31/1997,12/31/1996,12/31/1995,12/31/1997,12/31/1997,,,,,,,11/15/1992,2/22/1999,2/3/1998,,12/22/1998,,,,12/22/1998,,12/22/1998,,1/16/1998,1/23/1995,,,,,,,340,OT,Simpson Thacher,Simpson Thacher & Bartlett,,,no,,,,,,,confirmed,NV,,,,,,1983,yes,mixed,no,-609.956,"-1,120.254",-560.542,-0.861,-0.917,yes,no,606,,1,,no,,no,no,31,,,75.641,72.843,,79.293,69.470,81.594,66.597,011899,149437,Spokane,0.07%,"183,340",WA Spokane,2140,WA,574,1,-512.832,-0.623,Canada,,,,NV,Gregg W. Zive,Gregg W. Zive,357,391,292,357,656,,391,213,12,1,,11.3,,"Apollo Gold, Inc.",-512.832,-0.623,,free fall,32,8.50,8.25,9.50,8.50,7.75,8.50,,,No. No 10k for any years,,emerged no refile 5,yes,Parallel?,no,no,no,no,226,240,256,226,"415,925,365",,Yes,,B: Mining,104 Gold and Silver Ores,10 Metal Mining,1040,,Not tort,,,no,no,,,yes,Debtor,,,,,,"275,850,000",voluntary,1998,1998,1998,1998,
Penn Traffic Co (1999),,"1,228","1,564","1,704","1,228","2,209","1,020","2,698","1,500",,,,,99-00462,03-22945,,Joseph V. Fisher,,Replaced,0000077155,0000077155,yes,Wilmington,Wilmington,11,Wilmington,White Plains,,,,,yes,Stroock Stroock,"Stroock & Stroock & Lavan LLP / Morris, Nichols, Arsht & Tunnell",,no,,,,no,,,,166.2,165.0,707832,309,1/30/1999,1/31/1998,2/1/1997,1/30/1999,1/30/1999,,,1/29/2000,1/29/2000,2/3/2001,,11/15/1998,8/15/2003,3/23/1999,,5/27/1999,,4/5/1999,4/2/1999,5/27/1999,6/29/1999,5/27/1999,,3/1/1999,10/28/1993,5/30/2003,,,795,1464,,87,DE,Paul Weiss,,"Young, Conaway, Stargatt & Taylor LLP / Paul, Weiss, Rifkind, Wharton & Garrison",,yes,,,,,,yes,confirmed,DE,,,,,,333,yes,docs after date,no,20.926,37.641,98.105,30.118,-21.890,yes,yes,"17,300","17,400","9,540","9,760",no,,no,no,45,,yes,76.993,76.355,84.540,81.031,72.843,81.835,69.470,008439,008439,Syracuse,0.06%,"155,583",NY Syracuse,230,NY,229,1,-317.094,-245.315,DE,,,,DE,Peter J. Walsh,Peter J. Walsh,"1,698",,,"1,698","3,054",657,,,5,3,5,2.9,,Penn Traffic Company,-317.094,409.613,,prenegotiated,550,9.50,8.50,7.00,8.25,7.75,7.75,4.25,12.11,Yes,Refiled,emerged refile 5,yes,,no,no,no,no,"2,828","3,010","3,296","2,828","5,087,116,769","2,525",Yes,Grocery Stores,G: Retail Trade,541 Grocery Stores,54 Food Stores,5411,,Not tort,,,no,no,,,no,no,,,,,,"279,040,000",voluntary,1999,1999,1999,1999,4.0
Penn Traffic Co (2003),Continuing as of 1-31-2009,,806,,806,"1,304",360,"1,191",737,no data,,,,03-22945,,,Joseph V. Fisher,,Replaced,0000077155,0000077155,,White Plains,White Plains,11,White Plains,,,,,,yes,,,,no,,,,no,,,,193.3,183.5,707832,309,,2/2/2002,,2/2/2002,2/2/2002,,,1/28/2006,1/28/2006,2/3/2007,,11/15/1998,8/15/2003,6/12/2003,,3/17/2005,,8/1/2003,2/4/2005,3/17/2005,4/13/2005,3/17/2005,,5/30/2003,3/9/1995,,,,,,,657,OT,Paul Weiss,"Paul, Weiss, Rifkind, Wharton & Garrison LLP",,,yes,,,,,,,confirmed,NY SD,,,,,,1843,yes,yes,no,-52.977,-85.686,98.759,23.673,4.875,yes,yes,"15,900","8,300","9,381","7,053",no,,no,no,57,,yes,90.857,84.540,,93.787,82.917,95.232,81.835,008439,008439,Syracuse,0.05%,"147,039",NY Syracuse,230,NY,185,1,-98.755,-4.698,DE,,,,NY SD,Adlai S. Hardin Jr.,Adlai S. Hardin Jr.,,671,,671,"1,085",241,"1,191",737,3,5,,21.9,,Penn Traffic Co,-98.755,-4.698,,free fall,596,7.50,4.75,8.25,7.00,5.50,4.25,,,No. No 10k for 2003 or 2004,,emerged no refile 5,yes,,yes,no,yes,no,,"2,404","2,413","2,404","3,888,283,313","1,311",Yes,Grocery Stores,G: Retail Trade,541 Grocery Stores,54 Food Stores,5411,,Not tort,,,no,no,,,no,no,Zolfo Cooper,,,,,"290,110,000",voluntary,2005,2005,2005,2003,
Penn Virginia Corporation,,518,,,518,640,292,640,518,,,,,16-32395,,,"Edward B. Cloues, II",,Replaced,0000077159,0000077159,,Richmond,Richmond,11,Richmond,,yes,"Epiq Bankruptcy Solutions, LLC",,,yes,Proskauer Rose,Proskauer Rose LLP,,no,,,,no,,,,240.8,240.2,707882,106,12/31/2015,,,12/31/2015,12/31/2015,,,12/31/2016,12/31/2016,12/31/2017,,10/26/2015,9/12/2016,5/25/2016,,8/16/2016,,6/8/2016,6/24/2016,8/16/2016,9/12/2016,8/16/2016,,5/12/2016,8/26/2013,,,,,,,96,OT,Kirkland Ellis,Kirkland & Ellis LLP,,,yes,Wells Fargo Bank NA; Bank of America NA; Royal Bank of Canada,25,,,,yes,confirmed,VA ED,,,,,,597,yes,yes,yes,"-1,592.261","-1,967.199",144.317,61.943,14.769,yes,yes,112,59,1,1,no,,no,pending,43,,,109.047,108.396,,111.530,106.933,115.047,103.778,008440,008440,Radnor,0.01%,"31,859",PA Philadelphia,28,PA,208,14,"-1,582.961","1,049.306",VA,,,,VA ED,Keith L. Phillips,Keith L. Phillips,"1,433",,,"1,433","1,770",106,"1,770","1,433",8,5,,3.2,,Penn Virginia Corporation,"-1,582.961","1,049.306",9,prenegotiated,1067,4.25,3.25,5.00,3.25,3.50,3.50,,,,,emerged no refile 5,yes,,yes,no,yes,no,305,,,305,"377,188,143",160,Yes,Crude Petroleum and Natural Gas,B: Mining,131 Crude Petroleum and Natural Gas,13 Oil And Gas Extraction,1311,,Not tort,,,no,,,,,,,,,,,"323,127,515",voluntary,2016,2016,2016,2016,
"PennCorp Financial Group, Inc.","Acquired by Swiss Re Life & Health, April, 2001","3,288","5,984","4,724","3,288","5,747","2,523",673,385,,,,,00-888,,,Keith A. Maib,,Replaced,0000890449,0000890449,,Wilmington,Wilmington,11,Wilmington,,,,,,yes,Akin Gump,"Akin, Gump, Strauss, Hauer & Feld LLP / Young Conaway Stargatt & Taylor, LLP",,no,,,,no,,,,172.4,169.8,845606,102,12/31/1999,,,12/31/1999,12/31/1999,,,12/31/2000,12/31/2000,9/9/9999,,8/21/1998,6/13/2000,2/17/2000,,6/5/2000,,,4/25/2000,6/5/2000,6/13/2000,6/5/2000,,2/7/2000,10/28/1993,,,,,,,119,DE,Weil Gotshal,,"Weil, Gotshal & Manges LLP / Richards, Layton & Finger PA",,no,,,,,,,confirmed,DE,,,,,,222,yes,none,no,20.618,36.039,33.934,-37.013,-40.402,yes,yes,484,187,1,1,no,,no,no,80,,no information in 10-K,81.031,79.582,,81.835,76.355,82.917,72.843,025894,025894,Dallas,0.42%,"1,188,580",TX Dallas,1275,TX,1274,1,-200.712,-66.667,DE,,,,DE,Peter J. Walsh,Peter J. Walsh,"3,135",,,"3,135","5,480","2,355",,,6,2,,4.0,,Southwestern Life Holdings,-200.712,-69.110,,free fall,765,7.00,7.75,4.75,8.50,9.50,8.75,,,Incoherent,,emerged no refile 5,yes,,yes,no,yes,no,637,880,683,637,"1,112,796,479",,Yes,Life Insurance,"H: Finance, Insurance, And Real Estate",631 Life Insurance,63 Insurance Carriers,6311,,Not tort,,,no,no,,,no,no,,,,,,"282,160,000",voluntary,2000,2000,2000,2000,
"Penn-Dixie Industries, Inc.",10-k for year ended 12/31/84,177,161,,177,648,80,645,176,,,,,80-10472,85-05415,,William J. Scharffenberger,,Replaced,,,,New York,New York,11,New York,Indianapolis,,,3.107,41.885,yes,,,,yes,,,,,,,,94.5,81.0,212072,102,12/31/1979,12/31/1978,12/31/1977,12/31/1979,,,,12/31/1982,,,,6/26/1979,3/16/1982,,,3/4/1982,,,,3/4/1982,3/16/1982,3/4/1982,,4/7/1980,3/28/1980,11/25/1985,,,,1362,,696,NY,Fried Frank,"Fried, Frank, Harris, Shriver & Jacobson",,,,,,,,,,confirmed,NY SD,,"7,483,528",3.107,34.566,82.5%,,none,none,no,-4.331,-15.869,3.587,-17.873,-21.798,yes,yes,"4,191","1,767","2,975",,no,,,no data,3,,,41.831,41.227,49.701,42.430,41.549,46.070,40.474,003470,003470,New York,3.11%,"7,071,639",NY New York,106,NY,1,1,-14.093,-20.627,DE,,,,NY SD,Burton R. Lifland,Burton R. Lifland,121,111,,121,444,45,,,3,4,11,23.2,,Continental Steel Corp.,-14.093,-25.358,2,free fall,256,10.50,11.75,11.00,8.00,16.50,20.00,9.50,,,Refiled,emerged refile 5,yes,,no,no,no,,288,,,288,"1,056,443,425",,No,Fabricated Structural Metal,D: Manufacturing,344 Fabricated Structural Metal Products,"34 Fabricated Metal Products, Except Machinery and Transportation Equipment",3441,,Not tort,,,no,no,,,,,,,,,,"227,230,000",voluntary,1982,1982,1982,1980,3.7
Pennsylvania Real Estate Investment Trust,,"2,351",,,"2,351","2,682","2,177","2,709","2,376",,,,,20-12737,,,Joseph F. Coradino,,CEO still in office 11/2/2022,0000077281,0000077281,,Wilmington,Wilmington,11,Wilmington,,yes,Prime Clerk LLC,,,no,,,,no,,,,no,,,,260.2,260.2,709102,107,12/31/2019,,,12/31/2019,12/31/2019,,,12/31/2020,12/31/2020,12/31/2021,,6/7/2012,9/9/9999,,,11/30/2020,,,10/9/2020,11/30/2020,12/10/2020,11/30/2020,,11/1/2020,6/17/2019,,,,,,,29,DE,DLA Piper,DLA Piper LLP (US),,PJT Partners LP (bnkr),no,,,,,,no,confirmed,DE,,,,,,213,yes,yes,yes,19.428,22.158,157.212,,-47.548,yes,yes,233,175,1,1,,,,pending,56,,no,116.429,116.429,,123.085,118.222,,115.256,008457,008457,Philadelphia,0.48%,"1,581,531",PA Philadelphia,28,PA,21,1,-10.872,-259.517,PA,,,,DE,Karen B. Owens,Karen B. Owens,"1,924",,,"1,924","2,194","2,050","2,319","2,033",11,11,,1.0,,Pennsylvania Real Estate Investment Trust,-10.872,-259.517,69,prepackaged,1219,3.25,4.75,7.00,5.25,3.25,3.25,,,,,not emerged 5,no,,no,no,no,no,337,,,337,"384,118,815",296,Yes,Real Estate Investment Trusts,"H: Finance, Insurance, And Real Estate",679 Miscellaneous Investing,67 Holding And Other Investment Offices,6798,,Not tort,,,no,,,,,,,,,,,"326,569,308",voluntary,2020,2020,2020,2020,
"Penson Worldwide, Inc.",debtor affiliate Nexa Technologies sold to Desjardins and operated independantly,,"6,197",,"6,197","7,988",,,,,,,,13-10061,,,"Daniel P. Son, interim CEO",DateCeoEnd data obtained via verbal confirmation from Penson's Public Relation Firm rep.,NoReplace,0001123541,,,Wilmington,Wilmington,11,Wilmington,,yes,Kurtzman Carson Consultants LLC,,,yes,Hahn Hessen,Hahn & Hessen LLP,,no,,,,no,,,,233.6,230.3,709600,100,,12/31/2011,,12/31/2011,12/31/2011,,,,,,3/26/2013,7/16/2012,1/31/2013,1/24/2013,,7/31/2013,,,6/6/2013,7/31/2013,8/15/2013,3/26/2013,,1/11/2013,10/28/1993,,,,,,74,201,DE,Young Conaway,"Young Conaway Stargatt & Taylor, LLP / Paul, Weiss, Rifkind, Wharton & Garrison LLP",,,no,,,,,,no,confirmed,DE,,,,,,781,yes,yes,yes,-31.593,-40.719,-12.718,,,yes,no,815,,1,,no,,no,pending,26,liquidation,,102.097,101.154,,104.987,99.545,107.279,97.022,164661,,Dallas,0.40%,"1,257,676",TX Dallas,1275,TX,1274,1,-223.067,,DE,,,,DE,Peter J. Walsh,Peter J. Walsh,,"6,122",,"6,122","7,890",,,,7,1,,6.7,,Nexa Technologies (debtor affiliate),-225.510,,10,free fall,978,3.25,3.25,3.25,3.25,3.25,3.25,,,,,emerged no refile 5,yes,,yes,yes,,yes,,239,,239,"307,788,336",,Yes,"Security Brokers, Dealers, and Flotation Companies","H: Finance, Insurance, And Real Estate","621 Security Brokers, Dealers, And Flotation","62 Security And Commodity Brokers, Dealers, Exchanges, And Services",6211,,Not tort,,,no,,,,,,none,no turnfirm,none,,none,"316,128,839",voluntary,2013,2013,2013,2013,
Pentacon Inc.,"Assets sold to Anixter International, Inc.",255,,,255,422,,269,163,no data,,,,02-21102,,,Robert L. “Rob” Ruck,"End date is effective date, and merger date",NoReplace,0001050504,,,Corpus Christi,Other,11,Corpus Christi,,,,,,yes,Jenner Block,"Jenner & Block LLC / Jordan, Hyden, Womble & Culbreth PC",,no,,,,no,,,,181.0,179.8,709620,108,12/31/2001,,,12/31/2001,12/31/2001,,,,,,,4/25/2001,9/20/2002,6/19/2002,,9/9/2002,,6/14/2002,7/16/2002,9/9/2002,9/20/2002,,,5/23/2002,7/31/1987,,,,,,,109,OT,Haynes Boone,,Haynes and Boone LLP,,yes,,,,,,yes,confirmed,TX SD,,,,,,581,yes,yes,no,16.686,27.544,23.685,,,no,no,580,,1,,no,,no,no,83,,,83.252,82.917,,85.949,81.835,88.950,81.031,066049,,Chatsworth (Los Angeles),1.32%,"3,803,776",CA Los Angeles,2383,CA,1331,31,-52.476,,DE,,,,TX SD,Richard S. Schmidt,Richard S. Schmidt,191,,,191,315,,252,153,9,5,,3.6,,liquidated,-52.476,,,prenegotiated,537,4.00,7.00,4.50,9.50,4.75,4.75,,,No. No 10k for any years,,not emerged 5,yes,,yes,no,yes,"yes, contract",259,,,259,"428,112,340",,Yes,Hardware,F: Wholesale Trade,"507 Hardware, And Plumbing And Heating Equipment",50 Wholesale Trade-durable Goods,5072,,Not tort,,,no,no,,,no,no,,,,,,"287,630,000",voluntary,2002,2002,,2002,
